iter	TotalF1	Logloss
188	0.9583935648	0.1098709939
189	0.958434299	0.1098138688
190	0.9585328211	0.109659831
191	0.9586031124	0.1095796116
192	0.9585976368	0.1095289467
193	0.9586495005	0.1094619852
194	0.9586438195	0.1094009902
195	0.9586717866	0.1093138311
196	0.958705302	0.1092438855
197	0.958748149	0.1091639709
198	0.9587897867	0.1090728576
199	0.9588460667	0.1089566652
200	0.9588751648	0.1088509696
201	0.9589063054	0.1087992731
202	0.9589890366	0.1086169946
203	0.9590135812	0.1085478657
204	0.959055737	0.1085011618
205	0.9590703835	0.1084418954
206	0.9591083241	0.1083773792
207	0.9590945741	0.1083337019
208	0.9591365908	0.1082763247
209	0.9591691928	0.1082399247
210	0.9591714733	0.1082063394
211	0.9591863438	0.1081309232
212	0.9591841919	0.1080561302
213	0.9592071292	0.1079897398
214	0.9592665337	0.1078670397
215	0.9592705169	0.1078241081
216	0.9592993692	0.1077581854
217	0.9593065019	0.1076856318
218	0.9593238871	0.1076700901
219	0.9593640757	0.107614456
220	0.9594054119	0.1075428293
221	0.9594367572	0.1074949579
222	0.9594552629	0.1074190639
223	0.9594602743	0.107369845
224	0.9594975084	0.1073136755
225	0.9595272679	0.1072702211
226	0.9595526639	0.1072118736
227	0.9595732161	0.1071182685
228	0.9595683137	0.1070502923
229	0.9596281615	0.1069573576
230	0.9596418031	0.1069288487
231	0.9596395521	0.1068831226
232	0.9596206722	0.1068403761
233	0.9596348252	0.1067831303
234	0.9596953119	0.1066749772
235	0.9597339971	0.1066475151
236	0.9597555429	0.1065584264
237	0.9598272945	0.1064390182
238	0.9598432903	0.1064165931
239	0.9598449803	0.1063544922
240	0.9598580073	0.1063239506
241	0.9598992789	0.1062142065
242	0.9599605598	0.106066184
243	0.9600080635	0.1059890455
244	0.9599936137	0.1059242361
245	0.9600359397	0.1058267848
246	0.9600416241	0.1058072058
247	0.9600790675	0.1057005005
248	0.9600895911	0.1056653663
249	0.9601107152	0.1056125777
250	0.9601107152	0.1056125773
251	0.960145334	0.1055830921
252	0.9601341834	0.1055486184
253	0.9601517464	0.1054933491
254	0.9601747595	0.1053735104
255	0.9601753747	0.105315296
256	0.9602071661	0.1052276426
257	0.9602753633	0.1051397436
258	0.9602932925	0.105092103
259	0.9602932016	0.1050392076
260	0.9603193232	0.1050131251
261	0.9603623262	0.1049195215
262	0.9604054379	0.1048348061
263	0.9604138821	0.1047800196
264	0.9603982889	0.1047270352
265	0.9604613259	0.1046815525
266	0.960485968	0.1046382448
267	0.9605000543	0.1045875089
268	0.9604837562	0.1045222196
269	0.9605276236	0.1044807684
270	0.9605606035	0.1044135013
271	0.9606030022	0.1043910239
272	0.9606118797	0.1043537664
273	0.960606358	0.1043015385
274	0.9606322927	0.1042454165
275	0.9606772356	0.1041786898
276	0.9606771857	0.1041481606
277	0.960681627	0.1041080257
278	0.9607176299	0.1040691312
279	0.960741287	0.103940673
280	0.9607749171	0.1038776087
281	0.9607716593	0.1038353023
282	0.9608163247	0.1038064544
283	0.9608262392	0.1037587349
284	0.9608375509	0.1036842401
285	0.960875476	0.1036088176
286	0.960935096	0.1035554645
287	0.9609267703	0.103485982
288	0.9609400337	0.1034682383
289	0.9609792206	0.1033664776
290	0.9610107924	0.1033318013
291	0.9610062418	0.1033084069
292	0.9610449611	0.1031838329
293	0.9610604994	0.1031500336
294	0.9610824396	0.1031021993
295	0.9611006779	0.1030322102
296	0.9610922527	0.1029912565
297	0.9611094592	0.1029592351
298	0.9611174229	0.1029003368
299	0.9611179557	0.102876968
300	0.9611385019	0.1028418902
301	0.9611428396	0.1028276911
302	0.9611825764	0.1027690559
303	0.9611859894	0.1027494601
304	0.961199248	0.1027320244
305	0.9612404492	0.1027042459
306	0.9612236712	0.1026895854
307	0.9612211833	0.1026864628
308	0.9612412684	0.1026470516
309	0.9612523577	0.1026283003
310	0.9612881116	0.1025851845
311	0.9612803592	0.1025611085
312	0.9613049168	0.1025197275
313	0.9613057087	0.102488962
314	0.9612963942	0.102481225
315	0.9613226194	0.1024510615
316	0.9613413015	0.1024033143
317	0.961376625	0.1023482842
318	0.9613848509	0.1023035951
319	0.9614186338	0.1022373132
320	0.9614399811	0.1022105947
321	0.9614354299	0.1021954805
322	0.9614302229	0.1021515625
323	0.96144799	0.1020927697
324	0.9614398149	0.1020799814
325	0.9614536788	0.1020706314
326	0.9614634133	0.102021103
327	0.9614576407	0.1019923328
328	0.9614786678	0.1019488666
329	0.9615159385	0.1018889262
330	0.961534564	0.1018665519
331	0.9615538207	0.1018342897
332	0.9615309593	0.1018073953
333	0.9615542593	0.1017852592
334	0.961563677	0.1017698475
335	0.9615958856	0.1017249828
336	0.9616392909	0.1016895132
337	0.9616236761	0.1016541317
338	0.9616236761	0.1016541306
339	0.9616433621	0.1016161363
340	0.9616707874	0.1015768539
341	0.9616924315	0.1015408854
342	0.9616952174	0.1015211378
343	0.9617009065	0.1014996549
344	0.9617380725	0.1014689994
345	0.9617417993	0.1014441901
346	0.9617568004	0.1013828393
347	0.9617828778	0.1013538158
348	0.9617731484	0.1013379783
349	0.9618108231	0.1012739664
350	0.9618101021	0.1012511817
351	0.96182169	0.1012121031
352	0.9618743649	0.1011759167
353	0.9618934117	0.1011493251
354	0.9618934117	0.1011493134
355	0.961907172	0.1011264363
356	0.9619396751	0.101086495
357	0.9619290176	0.101059663
358	0.9619358457	0.1010386628
359	0.961960475	0.1010216162
360	0.9619481605	0.1010066671
361	0.9619786839	0.1009752796
362	0.9619800295	0.1009752315
363	0.9619844781	0.1009470436
364	0.9619944149	0.1009183797
365	0.9620046597	0.1009061838
366	0.9620345621	0.1008642884
367	0.9620288716	0.1008341188
368	0.9620385983	0.1008068259
369	0.9620569112	0.1007747308
370	0.9620750162	0.1007397165
371	0.9620874306	0.1007263042
372	0.9621214687	0.1006927963
373	0.9621299519	0.1006664879
374	0.9621288138	0.1006662224
375	0.9621244677	0.1006575503
376	0.9621279853	0.1006483964
377	0.9621211589	0.1005998106
378	0.9621514769	0.1005519858
379	0.9621550949	0.1005167254
380	0.9621692693	0.1004649586
381	0.9621490912	0.1004379058
382	0.9621533344	0.1004300611
383	0.9621536405	0.1003969344
384	0.9621778474	0.1003555106
385	0.9621853979	0.1003464506
386	0.9621874681	0.1003414681
387	0.9621892246	0.1003284407
388	0.962210525	0.1003139034
389	0.9622092839	0.1003033435
390	0.9622427922	0.1002836065
391	0.9622427922	0.1002835582
392	0.962262758	0.1002497342
393	0.962262758	0.1002497321
394	0.9622429978	0.1002320642
395	0.9622610984	0.1002032232
396	0.9622599602	0.1002031766
397	0.9622741242	0.1001856384
398	0.9622960401	0.1001463064
399	0.9623188036	0.1001120682
400	0.9623119745	0.1001004921
401	0.9623094834	0.1000761013
402	0.9623094834	0.1000760821
403	0.9623248952	0.1000688417
404	0.96232066	0.1000423126
405	0.9623147542	0.0999720143
406	0.9623088583	0.09995432966
407	0.9623182713	0.09993294963
408	0.9623087557	0.09992888499
409	0.9623135135	0.09992717634
410	0.9623501301	0.09991133968
411	0.9623488894	0.0999019263
412	0.9623488894	0.09990189702
413	0.9623488894	0.09990186912
414	0.9623678183	0.09985872478
415	0.9623875784	0.0998132106
416	0.9623905837	0.09976283512
417	0.9624055865	0.09971180893
418	0.9624676453	0.09967446938
419	0.9624652663	0.09967089735
420	0.9624453139	0.09960878736
421	0.9624644345	0.0995809482
422	0.9624631939	0.09958042196
423	0.962472812	0.0995575248
424	0.96247757	0.09952635192
425	0.9625047595	0.09951163698
426	0.9625198653	0.09949374647
427	0.9625266961	0.09947746255
428	0.9625332045	0.09945292905
429	0.9625260677	0.09944543696
430	0.9625273082	0.09944532987
431	0.9625345469	0.09943369427
432	0.9625443684	0.09940968372
433	0.9625483955	0.09938860208
434	0.9625554302	0.09938043545
435	0.96257074	0.0993530545
436	0.9625790989	0.09932407747
437	0.9626072183	0.09929545251
438	0.9626088461	0.09928389051
439	0.9626213494	0.09926986044
440	0.9626386095	0.09923553427
441	0.9626803867	0.09920152061
442	0.9626767681	0.09915978286
443	0.9626851439	0.09913385603
444	0.9626784142	0.0991079955
445	0.9626615614	0.09909198333
446	0.9626821343	0.09906101185
447	0.9626821343	0.09906097699
448	0.9627074638	0.09904094846
449	0.9627668251	0.09900985702
450	0.9627856253	0.09898572371
451	0.9627801599	0.09896125403
452	0.9627789961	0.09894523366
453	0.9627910905	0.09893580419
454	0.9627995666	0.09890879435
455	0.9628214032	0.09888429732
456	0.9628369601	0.09886018099
457	0.9628536081	0.09884934589
458	0.9628932743	0.09878614839
459	0.9629099215	0.09875031031
460	0.9629151111	0.0987038317
461	0.9629206737	0.09867062171
462	0.9629328668	0.0986576372
463	0.9629358801	0.0986376726
464	0.9629438898	0.09861907654
465	0.9629438898	0.09861907268
466	0.9629489793	0.09858187526
467	0.9629720241	0.09856967598
468	0.9629727283	0.09854583114
469	0.963017576	0.09851926754
470	0.9630222981	0.09850704022
471	0.9630299338	0.09848725615
472	0.9630360291	0.0984558069
473	0.9630482195	0.09842305154
474	0.9630545152	0.09841219713
475	0.9630407848	0.09838915721
476	0.9630599081	0.09836271341
477	0.9630799336	0.09833596899
478	0.9630777563	0.09832357526
479	0.963082676	0.09829933966
480	0.9630760441	0.09828560413
481	0.9630749054	0.09828550928
482	0.963080262	0.09827076857
483	0.9630939267	0.09826007924
484	0.9631180661	0.09822789783
485	0.9631554682	0.09819670109
486	0.9631634004	0.09818167041
487	0.9631578066	0.0981688229
488	0.963160823	0.09815010412
489	0.963156168	0.09813031454
490	0.9631690547	0.09811516059
491	0.9631717318	0.09810096529
492	0.9631692545	0.09809414891
493	0.9631762469	0.09807353394
494	0.9631895718	0.09806087478
495	0.9631919492	0.09804370364
496	0.9632085492	0.09801475527
497	0.9632159802	0.09798943422
498	0.963233518	0.09796718371
499	0.963266058	0.0979398068
500	0.9632637805	0.09793974945
501	0.9632603076	0.09792692152
502	0.9632523361	0.09791780403
503	0.9632686343	0.09789947557
504	0.9632935444	0.09787099594
505	0.9632906696	0.09785190493
506	0.9633073098	0.09782852208
507	0.9633265259	0.09780646488
508	0.9633396499	0.09779638597
509	0.9633373266	0.09777814775
510	0.963348325	0.09774608204
511	0.9633531783	0.09773986459
512	0.9633492652	0.09772351532
513	0.9634060665	0.09768999695
514	0.963394281	0.09767369278
515	0.963418299	0.09765982932
516	0.9634166645	0.09765050735
517	0.9634318664	0.09762699918
518	0.96343766	0.09761691674
519	0.9634400369	0.09759131108
520	0.9634367192	0.09757493917
521	0.9634318664	0.09754742765
522	0.9634373136	0.09752706451
523	0.9634866333	0.09747960958
524	0.9634910903	0.09746432817
525	0.9634962907	0.09742552674
526	0.9635001033	0.09741435129
527	0.9634956462	0.09740784952
528	0.9634922293	0.09738404359
529	0.9634942105	0.0973731416
530	0.9635198106	0.09734881847
531	0.9635437768	0.0973298798
532	0.9635348621	0.09731282284
533	0.9635423877	0.09729185522
534	0.9635624877	0.09728164385
535	0.9635726852	0.09726497687
536	0.9635906582	0.09724274407
537	0.9635894206	0.09721886471
538	0.9636165492	0.09719930674
539	0.9636165492	0.09719926836
540	0.9636147205	0.09718918796
541	0.9636184332	0.09717505045
542	0.9636544765	0.09709917019
543	0.9636477404	0.09708541696
544	0.963652592	0.09707162769
545	0.9636569515	0.09704546333
546	0.9636505107	0.09703033902
547	0.9636661059	0.09702434494
548	0.9636612544	0.0970106895
549	0.9636772018	0.09700082938
550	0.9636868066	0.09696107028
551	0.9636874541	0.09694934889
552	0.9636908139	0.09690356788
553	0.9636922479	0.09688925082
554	0.9636796768	0.09686208626
555	0.9637080977	0.09683722009
556	0.9637210612	0.09681389131
557	0.9637299781	0.09673494878
558	0.9637345349	0.09672017892
559	0.9637544308	0.09669739447
560	0.963751602	0.09668770163
561	0.9637641709	0.0966765121
562	0.9637879722	0.09665920536
563	0.9637916837	0.09665564267
564	0.9637960444	0.09663318196
565	0.9637927249	0.09661480891
566	0.9637980654	0.09661006305
567	0.9638213745	0.09659032088
568	0.9638620644	0.09656918313
569	0.9638585489	0.09653995669
570	0.9638692908	0.09651586852
571	0.9638637902	0.0965028498
572	0.9638690313	0.09648343878
573	0.9638827999	0.09645815763
574	0.9638902216	0.09644303716
575	0.9639024931	0.09642471325
576	0.9639006703	0.09641799912
577	0.9638966015	0.09640255042
578	0.9639179213	0.09638013228
579	0.9639315925	0.09636573547
580	0.9639289236	0.09633523874
581	0.9639363447	0.0963272375
582	0.9639298017	0.0963218791
583	0.9639331532	0.09631106296
584	0.9639480611	0.09628817592
585	0.9639641389	0.09626953463
586	0.9639694456	0.096249354
587	0.9639774209	0.09624131412
588	0.963981686	0.09622640347
589	0.9639881325	0.09621250265
590	0.9640112414	0.09619865226
591	0.9640143675	0.09617671189
592	0.964020912	0.09616686779
593	0.9640153123	0.09615447456
594	0.9640154096	0.09613531065
595	0.9640235802	0.09611329295
596	0.9640213297	0.09609508479
597	0.9640327516	0.09607934023
598	0.9640472995	0.09606954575
599	0.9640469106	0.09604514122
600	0.9640421859	0.09603317648
601	0.9640500644	0.09601149714
602	0.9640510094	0.09600455263
603	0.9640514954	0.09598480178
604	0.9640802985	0.09597166443
605	0.9640876205	0.0959687059
606	0.9640869666	0.09595431555
607	0.9640944826	0.09593924145
608	0.9641005678	0.09592919917
609	0.9641018043	0.09592918137
610	0.9641018043	0.09592915423
611	0.9641020954	0.09591211035
612	0.9641221446	0.09590227547
613	0.9641500969	0.09588508092
614	0.9641546548	0.09587093052
615	0.9641651266	0.09585045438
616	0.9641695877	0.09584072404
617	0.9641922277	0.09582427958
618	0.9641957429	0.09581976992
619	0.964212007	0.09579646029
620	0.9641717398	0.09577004237
621	0.9641783827	0.09576741004
622	0.9641798124	0.09571185189
623	0.9641917115	0.09567435825
624	0.9642089405	0.09564394585
625	0.9642347028	0.09563104425
626	0.9642335634	0.0956140012
627	0.9642344131	0.09560526502
628	0.9642503837	0.09558007866
629	0.964252566	0.0955648511
630	0.9642633997	0.09554731829
631	0.9642799304	0.09553422752
632	0.9642704291	0.0955256764
633	0.9642678609	0.09552035373
634	0.9642819021	0.09549314835
635	0.9642841811	0.09549295634
636	0.9642841811	0.09549295393
637	0.9642807627	0.09548980511
638	0.9642815343	0.09546509542
639	0.9642954182	0.09544487859
640	0.9642942788	0.09544486222
641	0.9642955146	0.09544478282
642	0.9642955146	0.09544475915
643	0.9642835416	0.09543281723
644	0.9642981791	0.0954166688
645	0.9642969432	0.09541664871
646	0.964297136	0.0954011285
647	0.964313763	0.09532809283
648	0.9643280147	0.09531905978
649	0.9643272442	0.09530848767
650	0.9643272442	0.09530844974
651	0.9643272442	0.09530836908
652	0.9643586857	0.09526073639
653	0.9643564066	0.09526062509
654	0.9643639176	0.09523977847
655	0.9643594556	0.09519728414
656	0.9643653458	0.09518741246
657	0.9643653458	0.09518739582
658	0.9643795977	0.09518059135
659	0.9643819731	0.09518054445
660	0.964387589	0.09516679994
661	0.9643754241	0.09515717032
662	0.9643948246	0.09514456223
663	0.9643972959	0.09514451225
664	0.9644026093	0.09513812852
665	0.9644134419	0.09513083508
666	0.9644111627	0.09513063932
667	0.9644111627	0.09513061157
668	0.9644142102	0.09510734544
669	0.9644352027	0.09508417497
670	0.9644568671	0.09507237696
671	0.9644590505	0.09507194125
672	0.964460286	0.09507193996
673	0.9644982988	0.09500926963
674	0.9645029532	0.09499882696
675	0.9645006739	0.09499508164
676	0.9645075118	0.09498736114
677	0.9645175867	0.0949726636
678	0.9645154989	0.09495617365
679	0.9645029532	0.09494397444
680	0.9645244248	0.09493457002
681	0.9645241466	0.0948825695
682	0.9645346907	0.09486436388
683	0.9645479926	0.09485089641
684	0.9645610074	0.09484164484
685	0.9645740223	0.09483395519
686	0.9645858086	0.09482345038
687	0.9645896099	0.09481844659
688	0.9646104173	0.09480590171
689	0.9646111752	0.09479679448
690	0.9646196307	0.09479256637
691	0.9646209613	0.09478342436
692	0.9646209613	0.09478341104
693	0.9646272324	0.0947744931
694	0.964647276	0.0947525397
695	0.964647276	0.09475253068
696	0.9646479434	0.0947412002
697	0.9646449011	0.09473067676
698	0.9646310333	0.09472226085
699	0.9646284725	0.09470785476
700	0.964622297	0.09469960823
701	0.9646311335	0.09467448789
702	0.9646581137	0.09465746343
703	0.9646555484	0.09465059968
704	0.9646583043	0.09463612407
705	0.9646583043	0.09463606652
706	0.9646607743	0.09463527559
707	0.9646614376	0.09462142472
708	0.9646615329	0.09461819371
709	0.9646757813	0.09461022546
710	0.9646809117	0.09459760859
711	0.9646860419	0.09458205978
712	0.964684331	0.0945654276
713	0.9646887948	0.0945549015
714	0.9646900298	0.09455485909
715	0.9647081733	0.09453983876
716	0.9647081733	0.09453982952
717	0.9646930683	0.09451748892
718	0.9646907887	0.09451735699
719	0.9646974395	0.0945003549
720	0.964702377	0.09448733023
721	0.9647135869	0.09446286598
722	0.9647202355	0.09444820916
723	0.9647217558	0.09443973264
724	0.964718812	0.09443439424
725	0.9647306843	0.09442415495
726	0.964749018	0.094410102
727	0.9647491131	0.09441009886
728	0.9647361945	0.09439822318
729	0.9647360994	0.09439809783
730	0.9647515829	0.09438169087
731	0.9647538626	0.09435092367
732	0.9647456935	0.09433073238
733	0.964756807	0.09432085377
734	0.964756807	0.09432084181
735	0.9647663062	0.09431364645
736	0.9647844496	0.09430794404
737	0.9648004076	0.09429585632
738	0.9648082908	0.09428443412
739	0.9648050622	0.09425720457
740	0.9648193107	0.09424888073
741	0.9648205455	0.09424868614
742	0.964814656	0.09424321093
743	0.9648204506	0.09423596691
744	0.9648240602	0.0942254596
745	0.9648410626	0.09420012043
746	0.9648444825	0.09419134555
747	0.9648422973	0.09417977772
748	0.9648468572	0.09417392442
749	0.9648483763	0.09416700893
750	0.9648677528	0.09414945258
751	0.964867181	0.09412661905
752	0.9648789556	0.09411509974
753	0.9648923468	0.09410535206
754	0.9648792395	0.09409555562
755	0.9648950052	0.09408174047
756	0.964894149	0.09407476606
757	0.964901178	0.09406796599
758	0.964904792	0.0940376836
759	0.964916003	0.09401344503
760	0.9649462056	0.09397819748
761	0.9649424957	0.093966548
762	0.9649617752	0.09395439847
763	0.9649630166	0.09393765205
764	0.9649714693	0.09393263437
765	0.9649595964	0.09389747079
766	0.9649635832	0.09388490986
767	0.9649573163	0.09387750866
768	0.9649680491	0.0938647183
769	0.9650095482	0.09384399
770	0.9650107826	0.09384312492
771	0.965017906	0.09383362491
772	0.9650059307	0.09380864453
773	0.9650134309	0.09378950039
774	0.9650139964	0.09377914555
775	0.9650222595	0.09375440726
776	0.965037834	0.09374107643
777	0.9650332835	0.09372635998
778	0.9650315685	0.09371164858
779	0.9650332835	0.09370010937
780	0.9650427811	0.09368083184
781	0.9650415468	0.09366928047
782	0.9650390782	0.09365660354
783	0.9650379381	0.09365600437
784	0.965073261	0.09363845369
785	0.965073261	0.09363843674
786	0.9650517035	0.09362179933
787	0.9650517977	0.0936056676
788	0.9650726024	0.09359095367
789	0.9650800078	0.09358452973
790	0.9650822881	0.09357472882
791	0.9650834282	0.09356463344
792	0.9650883651	0.09356456131
793	0.9650950181	0.09355093916
794	0.9650911273	0.0935447325
795	0.9650891291	0.0935373956
796	0.9651179163	0.09349609702
797	0.9651332094	0.09348004716
798	0.9651144956	0.0934589742
799	0.9651191506	0.09345023151
800	0.9651321631	0.09343584752
801	0.9651439415	0.09341825113
802	0.9651674986	0.09339881299
803	0.9651856355	0.09338771172
804	0.9651875262	0.0933778654
805	0.9651985392	0.09336525932
806	0.9652021477	0.09334886398
807	0.965199492	0.09334121003
808	0.9652047095	0.09331640517
809	0.965199867	0.09331133008
810	0.965199867	0.09331127027
811	0.965199867	0.09331127027
812	0.9652169562	0.09330134966
813	0.9652248449	0.09329041831
814	0.9652251259	0.09328355835
815	0.9652275003	0.09327761504
816	0.9652431677	0.09326664345
817	0.9652417464	0.09325374879
818	0.9652394657	0.09325363054
819	0.9652394657	0.09325352073
820	0.9652510567	0.09323626488
821	0.9652521971	0.09323625632
822	0.9652772683	0.09321685666
823	0.9652822976	0.09320643156
824	0.9652882802	0.093204389
825	0.9652912155	0.09319382048
826	0.9652914025	0.09319320311
827	0.9653208476	0.09317777967
828	0.9653198006	0.09317755129
829	0.9653207542	0.09317478257
830	0.9653243624	0.09316672001
831	0.965332439	0.09315045065
832	0.965320361	0.09313650767
833	0.9653277639	0.09313232256
834	0.9653338396	0.0931215292
835	0.9653435231	0.09311462127
836	0.9653416156	0.09309554408
837	0.965344363	0.09308775857
838	0.9653431293	0.09308518531
839	0.9653458767	0.0930784992
840	0.9653593541	0.09306853224
841	0.9653530924	0.09305298017
842	0.9653605878	0.09303855175
843	0.9653711314	0.09303222734
844	0.9653701774	0.09302733631
845	0.9653688505	0.0930251447
846	0.9653747392	0.09301625693
847	0.965377393	0.09300344636
848	0.9653780674	0.09299071747
849	0.96536459	0.09297696254
850	0.9654039965	0.09296176362
851	0.9654031354	0.09294959092
852	0.9654118639	0.09294420115
853	0.9654259223	0.09291973336
854	0.9654234551	0.09291171383
855	0.9654484984	0.09289855075
856	0.9654462174	0.09289016402
857	0.965463883	0.09287754544
858	0.9654810842	0.09284927201
859	0.9654676086	0.09284382194
860	0.965466375	0.09284348861
861	0.9654658172	0.09283672702
862	0.9654777808	0.09283011496
863	0.9654971454	0.09282107957
864	0.9654675156	0.092804031
865	0.9654673296	0.09280259045
866	0.9654797578	0.09279479128
867	0.9654879277	0.092766631
868	0.9654929546	0.09275880602
869	0.9655042414	0.09275320158
870	0.9655091752	0.09273982692
871	0.9655199974	0.09272333105
872	0.9655279544	0.09271561226
873	0.9655055412	0.09270328985
874	0.9655101962	0.09269657004
875	0.9655152225	0.09268736976
876	0.9655237632	0.09266906533
877	0.9655315617	0.09265909645
878	0.9655268138	0.0926439761
879	0.9655307922	0.09263663264
880	0.96553554	0.09263155428
